Component,Lost Load
-1452859278_0,"[0.21052593215223578, 0.21849138595685644, 0.17520572259298842, 0.13361915467926247, 0.059724286444328756, 0.001652762885707034, 0.20579451901789753, 0.1478863544975402, 0.05461169953080116, 0.035808877154432595, 0.24492742165975687, 0.1539178651927923, 0.030682920986916086, 0.04510772602371435, 0.3133076284266117, 0.30130632440145516, 0.22782852665661266, 0.14465916673753826, 0.05970038367752977, 0.08795347391445649, 0.26518052700433964, 0.003717573262162887, 0.027976486979264338, 0.08972395986920582, 0.2735108699927082, 0.23127651068482055, 0.16224542893417493, 0.05526734544577039, 0.004250983173225905, 0.06580173426291412, 0.023347013146415064]"
-1234324271_0,"[0.00246269398350023, 0.0027072442309181498, 0.0016396383220949246, 0.001750086258767169, 0.007960363128931476, 0.00726255623870793, 0.0014191736653997396, 0.0017634651565176683, 0.0023179158230645955, 0.002569058462907378, 0.002351279573515967, 0.0013609445280453657, 0.0024031642306772483, 0.01043827036349512, 0.008354454497794905, 0.0006197798017706191, 0.007260845809298189, 0.0031136712827810695]"
1064099230_0,"[0.019060478215450077, 0.010198522774966932, 0.021031375892931237, 0.027012963843400486, 0.013634991361524499, 0.005422905247924518, 0.005798916262328931, 0.014921695444862963, 0.031154145391579277, 0.04002438908994827, 0.018477540782128016, 0.007143234815550386, 0.002795400737606542, 0.0016849193024609122, 0.0026758532615785953, 0.00841543861373475, 0.015418563701345192, 0.024446547185404142, 0.042039303715764614, 0.04917033005106759, 0.049415824040165715, 0.005550736474870973, 0.011741982537945206, 0.021547311444194292, 0.03602661560177466, 0.04276694008076174, 0.04328013067707661, 0.039861526170018806, 0.03442419520408703, 0.02799197208029818, 0.02722020430900602, 0.0192468843087604, 0.018781313617653724, 0.019326427069912142, 0.02251743406948981, 0.022870010001867287, 0.023889526894902702, 0.01694058083571963, 0.008889517445550155, 0.004111130168150339, 0.0009588720231404295, 0.0050569971399186215, 0.006318549162374438, 0.016059120051023456, 0.024925654546158513, 0.03516718869857959, 0.039452243522524896, 0.038752617593141164, 0.035565908033157484, 0.030092544860843645, 0.023801669428858533, 0.02279256542047506, 0.01979091053512093, 0.01927677982950672, 0.018803731222990335, 0.019346040339790534, 0.022535626903578306, 0.022893491958187497, 0.024061698845447153, 0.017855779211572553, 0.009052082820866872, 0.003906693263682428, 0.0024271310082276615, 0.005462103140452655, 0.0032785308350157722, 0.010555562469866345, 0.01795429885495605, 0.030141786012224656, 0.023840567152546555, 0.0006240898563964947, 0.007281029412865337, 0.01885906600280714, 0.03104330440132435, 0.03709431102814142, 0.037119201330130636, 0.026418390317254535, 0.0261947195661005, 0.017493592300215823, 0.008908180002941208, 0.002586420524427922, 0.0037493934120798257, 0.009092833616952248, 0.020386865748887886, 0.03501948219397627, 0.04274000476208084, 0.04144025103339618, 0.03736785815937537, 0.03276897339956031, 0.028350223527742854, 0.029000206722384063, 0.019677791060429172, 0.010032234606447218, 0.0027433105814475313, 0.00014518819708428054, 0.005352068032836996, 0.022666806404552518, 0.022074714288034782, 0.02178419346557689, 0.02224209597606432, 0.025878428323616618, 0.026884482201521225, 0.027621794717379543, 0.018424408882359786, 0.008608067094366106, 0.0022649098795168355, 0.02043584080595383, 0.015239164223726676, 0.005784835407568153, 0.030071164701350427, 0.024764302097220935, 0.0197030913487597, 0.01902170303855769, 0.01630276880354495, 0.01581729396058313, 0.015411413719408755, 0.01587519538544325, 0.01872510181603593, 0.023123976281664, 0.019756938480677035, 0.008701397506463763, 0.0035370067268158892, 0.022611797124029182, 0.022750993266799923, 0.023920040636073735, 0.017552850390851745, 0.009694028983387852, 0.003760062617041967, 0.003092769564563241, 0.014855658464531189, 0.009241708450976603, 0.0035190687992253515, 0.0003416404752942981]"
-1578860216_0,"[0.5307882376805574, 0.45272667009105133, 0.13085752631549666, 0.5083667751641783, 0.07519984755711516, 0.10253758768589705, 0.19276781297091725, 0.03046232288943065, 0.11443882383862365, 0.04974775688327554, 0.053433130668538976, 0.06196750495655101, 0.18050568129131261, 0.5292618257589033, 0.45316949418812785, 0.3183646452065245, 0.2227711934544618, 0.12281503005757213, 0.12662902281156085, 0.22825909956484747, 0.529452658530638, 0.4665869501111588, 0.33332644215362234, 0.19528186795799637, 0.12310825919916352, 0.024914547142716854, 0.008205240049020176, 0.01368613419846747, 0.015280900817125256, 0.042228330224843375, 0.1414007321673887, 0.17247328174011636, 0.025378972622356742, 0.0012925130476619416, 0.010743257952878138, 0.0389918417394133, 0.42657103600610663, 0.43360322636248794, 0.36021466455773316, 0.24251285618250495, 0.10228527533805164, 0.05445340849307445, 0.050949187367675224, 0.025363460464428045, 0.09661721102257298, 0.46027920360257213, 0.4746937128507261, 0.4029941108575554, 0.29077441699423273, 0.022494940861027317, 0.03983405937141197, 0.1533388291770507, 0.10847820320609662, 0.48461315966769186, 0.5124642338177028, 0.47062161682321946, 0.04031973876131724, 0.4545959044970664, 0.45970100625154964, 0.4132927931590962, 0.3200814498210407, 0.1694173953254799, 0.06965293087904093, 0.0006262749782997616, 0.4146560573036581, 0.3134854222896547, 0.17348478238456846, 0.05733450504319035, 0.18601478067731067, 0.0400822435351306, 0.5361732431634336, 0.547939017597872, 0.46572501044282444, 0.37379609914767664, 0.562758103631586, 0.5483400985958983, 0.03948304375667385, 0.3516843661392718, 0.3578164086540605, 0.2940177791268029, 0.1615948995800627, 0.018233415526861335, 0.08141666540461029, 0.4551698683579302, 0.08449168372824306, 0.31923180381988686, 0.3335803579735566, 0.26919513189820327, 0.1312832783224594, 0.44456199842069694, 0.29559782541781443, 0.05418840092964706, 0.09281376880602192, 0.19629712696509433, 0.20885259518857582, 0.27481718814658235, 0.19998455916745253, 0.09012673769912863, 0.42731874896474253, 0.40955647312805743, 0.29153914086154237, 0.11362559525249594, 0.01057217732721324, 0.04342159765922952, 0.08144446471958372, 0.17380991183415448, 0.13100693309621012, 0.29102875052888544, 0.1382232975790596, 0.025917203344421068, 0.006981831169749739, 0.09325611744491721, 0.15267442809764362, 0.535829818442548, 0.5160803494310544, 0.27723555999176325, 0.28940035210291487, 0.2030227959927456, 0.10804695268082697, 0.10532939740611369, 0.05773603988167906, 0.1003406994571344, 0.20228760680519417, 0.034813343944403184, 0.18436311166583483, 0.5746708108704279, 0.557601614518876, 0.49358538810914704, 0.3556608767762473, 0.1749083701238774, 0.09700015317623775, 0.021968413565641186, 0.010431995995600346, 0.17732803149894744, 0.033635202916173515, 0.03137112392301151, 0.3051589394062762, 0.5509760109202803, 0.5390878896471226, 0.33846813581797913, 0.15819747847407575, 0.06951858203158873, 0.40109381932960925, 0.31997726058112175, 0.11905271218089593, 0.4768256482990246, 0.4643004755457159, 0.39716271734069913, 0.3084038575292338, 0.1484198508921313, 0.2539532155065981, 0.11905106866916049, 0.4768273346474302, 0.464301594666018, 0.39716466006555673, 0.308405009134648, 0.14841519481363388, 0.015160774568037596, 0.39113740342262054, 0.4015346941628768, 0.3175026330308497, 0.20112650655205971, 0.05714112948449793, 0.11457957495522214, 0.22502835695705245, 0.2719475961236526, 0.20061158704137325, 0.09746730769197666, 0.20885059800385444, 0.2748144351517158, 0.19998263101680414, 0.0901272928868434, 0.20369632781250993, 0.27446422620750127, 0.19907127222160761, 0.08977654210318452, 0.1931139633622797, 0.2741141215111265, 0.20554428452935236, 0.08942722941056172, 0.139635175198011, 0.042188206959731814, 0.25883350955215517, 0.1426223248101983, 0.05485372721139493, 0.02248017110010369, 0.13439854383428407, 0.04454238221018477, 0.1411028407664037, 0.09651568287234705, 0.34829535414681684, 0.35019932593359226, 0.31993952867866937, 0.2083074211663975, 0.0680768208251609, 0.3276964020544274, 0.19328568585846279, 0.049042138394410816, 0.36955186347724156, 0.2548936654300819, 0.11189838651904642, 0.06419190463852488, 0.15347595621275423, 0.2683840377520482, 0.06362521199679713, 0.15608133331191992, 0.29530837483073036, 0.22444462045666932, 0.09815734705778868, 0.42341060397121966, 0.35648033057218254, 0.239719522191529, 0.10150318117848724, 0.0430046424805621, 0.03786697214339983, 0.04776712798445396, 0.16314234556870907, 0.41795621468262334, 0.007251486777036007, 0.2505548790180028, 0.28458639960694015, 0.21213115612476804, 0.11196480181041671, 0.18784453806941656, 0.2299781111104453, 0.1620957643524871, 0.03783612352506043, 0.0013936552585496428, 0.3545380431606445, 0.361701138309209, 0.29841557041114763, 0.42881872102016766, 0.43913584299495007, 0.3664591853432494, 0.02901386278074142, 0.06384209214440124, 0.0041331488549967614, 0.2523643182821593, 0.27324091228958514, 0.19822925647778356, 0.09014569977309975]"
-1382799058_0,"[0.008747586601481998, 0.06736540614559636, 0.27042694283565427, 0.29906004697118577, 0.2670393751029678, 0.1558032578653897, 0.03641212777722876, 0.04271925308249729, 0.15092621983403431, 0.2297057864200642, 0.006120727176320543, 0.2197633305267427, 0.16137938377093178, 0.04137666275535503, 0.00390454902136571, 0.09123049361817175, 0.17463414023015958, 0.04293891561038254, 0.2305548318941701, 0.25530932914825644, 0.20296475325171467, 0.13317499341968414, 0.029813901137973973, 0.06998959282868646, 0.03772033647722401, 0.09285451863786193, 0.042889287193239395, 0.177917482837875, 0.06577175083994462, 0.005295873875043753, 0.08186703639327834, 0.17364163140677874, 0.12692515882031513, 0.14465536432526505, 0.01274565208783406, 0.28063973617375176, 0.26845266572835774, 0.20562451998815323, 0.255673531991712, 0.22401220964102322, 0.12225014785821395, 0.039110372293623186, 0.01912849385750724]"
604673162_0,"[0.006890719314999842, 0.007189004988061242, 0.007241313904791241, 0.00723889504112185, 0.007219576087472433, 0.007182917390492093, 0.007183429074014839, 0.00718340879832067, 0.00721474759277362, 0.007380591686161096, 0.007623003477438033, 0.007842077752605292, 0.007841595272457653, 0.007585746262844623, 0.0070196091355742285, 0.006196229779402529, 0.005666940605132822, 0.00522744101334456, 0.005118058361739258, 0.0050648638151108115, 0.005156249723880137, 0.0056310081059541515, 0.005685897432358388, 0.006342198526619086, 0.007615729408550123, 0.006814199749383079, 0.0062301762007164144, 0.006139327737963185, 0.006084964975892945, 0.006158365899772434, 0.006797913331754443, 0.006889616072441641, 0.007419160901673422, 0.008111404442076945, 0.008446106166352364, 0.008725324265457402, 0.00868224451199785, 0.008663362876362043, 0.008771586391044367, 0.0071941322349784965, 0.007215306335659534, 0.007232825051850795, 0.00715923364352875, 0.0071210858146741884, 0.007467205142495914, 0.007466056188804032, 0.007520877498683148, 0.007503720922817138, 0.007506209995832705, 0.007476176095379742, 0.007647286188376711, 0.008459756161308632, 0.006158992902078808, 0.006122606751652711, 0.006123013201293816, 0.006124074641507832, 0.00613540932241176, 0.006195078021436985, 0.006550930882732246, 0.0066426931278328995, 0.007828865724812659, 0.007427290445205017, 0.00702568379751483, 0.006294630197061906, 0.005747074545165333, 0.005327279285016403, 0.005290820862930104, 0.005199584472730066, 0.0053639007915319325, 0.005984567860014522, 0.006367880022808094, 0.006805632692792187, 0.007133253305214566, 0.008900143112625755, 0.008134141558515693, 0.00714853911284672, 0.006820130871278707, 0.0062359126246901726, 0.006144710128646466, 0.006089997787648826, 0.0061630544677784655, 0.00680209772000444, 0.006948044318238772, 0.007495155589346723, 0.008165093382051508, 0.009463269338820737, 0.00853343868698812, 0.007510987260064212, 0.00729019690177438, 0.006356891403325789, 0.006898461726141249, 0.006096296837630689, 0.006828618078705404, 0.0062620970679711264, 0.004052582347085945, 0.0038717679852200036, 0.0038167350793928564, 0.0038165504511907785, 0.003944929482437828, 0.004256920235428651, 0.004422349840541756, 0.004862095348323237, 0.004937545090803269, 0.005284707064999566, 0.005237861290603178, 0.005123537191197102, 0.005158020109113295, 0.005120901055876857, 0.005121563515952858, 0.005123621568485759, 0.005183548661293571, 0.005303456130291124, 0.005996058040779189, 0.006086043358883671, 0.006065782366605618, 0.005881208983584202, 0.004663822816820357, 0.0041727000538594435, 0.003954023261577959, 0.003844364349709622, 0.00377139548086825, 0.0038442409513854726, 0.004372327682053083, 0.007335746593707881, 0.007364581945455939, 0.0075709897110614295, 0.008410647774810513, 0.00846587469968108, 0.008392302765843851, 0.007970913255054257, 0.007626235831861777, 0.008426647769594182, 0.008461047403654902, 0.0062685184955898875, 0.006289435607605355, 0.006456668288521541, 0.007151468517879494, 0.009265403775871619, 0.009329821264617294, 0.009346272615531689, 0.006854545768847856, 0.007079404929756038, 0.0072259689629122475, 0.007144624243793715, 0.007143567418811472, 0.007125193290778043, 0.007198969251903691, 0.007164212584268171, 0.007122091383127554, 0.0072153089372727665, 0.007678137105456699, 0.0077697883240698505, 0.007805863969665097, 0.007385732727836512, 0.006726303306917544, 0.005977849949421852, 0.005722325922789423, 0.005229507325771465, 0.005156621439622085, 0.0051020577651031546, 0.005157067673816527, 0.00568680459231723, 0.005796759064643993, 0.006271613184544094, 0.00685593813155765, 0.007139361095331878, 0.007223625706069015, 0.007705277085643502, 0.007760499904448352, 0.005226543340499802, 0.0051554747398363365, 0.005101250361934035, 0.005156192307521906, 0.005685522302804202, 0.005830016529611839, 0.006742232127318402, 0.00625145118419141, 0.006123876528391747, 0.006069022661371264, 0.006176702321590255, 0.006114099637117306, 0.0060786365039407425, 0.00606091107014663, 0.006080492962469634, 0.00608299443920032, 0.006056431941719439, 0.006186696434496753, 0.0057241850826167135, 0.005176786403308142, 0.0046476251816889086, 0.004280784351210514, 0.00995169154270343, 0.011356427869968684, 0.011465669990809146, 0.011157546841780004, 0.010282018814698403, 0.00891365514796007, 0.007873096065124173, 0.007197155924136041, 0.006667565535521362, 0.006557536033457154, 0.006521055398475255, 0.006667730362123166, 0.007252857800453967, 0.007289807843828839, 0.008184538270755638, 0.009133984699217309, 0.009699983627434903, 0.009955787336091817, 0.009861578154364906, 0.00986100870600103, 0.009824255470368826, 0.009823396470421358, 0.009825251588573792, 0.00984410508394285, 0.009956118870073624, 0.011361707768591713, 0.011436897539677375, 0.011163047191031637, 0.010283727716131124, 0.008913504882810685, 0.00787234760904903, 0.007288500787408339, 0.0066859006150452845, 0.006576647660033359, 0.006485601874250051, 0.00659532999287967, 0.0072523855611830185, 0.006595202505636053, 0.007254687712292708, 0.007310254449902914, 0.0063161798548158005, 0.007286423845912395, 0.007443456199453067, 0.00743848463874474, 0.00747421628075881, 0.007455826971786791, 0.007437928024678058, 0.007438794249404054, 0.007450702441732119, 0.0076420223325881125, 0.008864590845200837, 0.007878996097234903, 0.0072952420601700395, 0.006692938485502054, 0.006583534473822737, 0.006491983657346054, 0.006601775153452991, 0.0072596446648144596, 0.007314525390762811, 0.007935013137373062, 0.008518675169250855, 0.00900662828402983, 0.009338037698134485, 0.009341765953272442, 0.009361717085442705, 0.009289321635511442, 0.009344752019293991, 0.009338665108828536, 0.009335925251146819, 0.009322438333784249, 0.01008920453882547, 0.010144352774262642, 0.009979300647701165, 0.009468461014430886, 0.00853700704842049, 0.007514615014087212, 0.0072955526482346615, 0.006692967229731039, 0.006583394261590456, 0.006492040165137723, 0.006601500739772064, 0.007258794022721304, 0.005443299362919788, 0.005443436297619883, 0.005379169274835931, 0.006217039599123382, 0.005924659127629638, 0.005522397422832455, 0.004863420221082378, 0.004535009041674812, 0.004279589298620522, 0.004078919801905158, 0.004006021896826951, 0.0040974426546595165, 0.004590497136996874, 0.005046963646981567, 0.0054858540755690225, 0.006793677749522885, 0.009300051191379225, 0.009302357894393026, 0.00931144786187042]"
C63.0,"[0.0004644881556364453, 0.006012538896176011, 0.008765203292569822, 0.00046434812212510225]"
1187560986_0,"[0.007250761156614317, 0.007307766255637489, 0.007929106101889828, 0.008513635370832617, 0.008998153338409339, 0.009328619503288792, 0.009338955651653578, 0.009338148183605881, 0.00928251108738641, 0.00928249850566499, 0.009327015844852668, 0.009311461604173473, 0.009312770334920515, 0.010102592829712648, 0.010139737624087956, 0.009975185553420488, 0.00948210539953925, 0.008531718404684398, 0.007509065535938135, 0.007198815604354877, 0.006669159342394778, 0.006559720722547127, 0.006523318194031617, 0.006669540078406271, 0.007254165620268396, 0.007290939020436326, 0.008185246353468302, 0.00913394132046642, 0.009698942610276845, 0.009948926197883793, 0.009842667343293214, 0.009862084002002575, 0.009822556885285393, 0.009821967605321334, 0.009809234227107026, 0.009844988025998645, 0.009954196084365322, 0.011324007369129049, 0.011395259909333162, 0.007253119265202258, 0.007292471694439428, 0.008187630738708322, 0.009136049113450553, 0.009696685518420964, 0.009932591656478054, 0.009871731217169782, 0.009879063170926657, 0.009879081703239081, 0.00985362791250418, 0.009841733060182833, 0.009879360026434825, 0.009956603255925983, 0.011362942797045888, 0.011433784421317341, 0.009268449715263614, 0.00930555976321193, 0.008885975352587594, 0.008100883925527342, 0.007389040308863514, 0.006841470269998809, 0.006385148149850238, 0.006403443355867239, 0.006293933138560987, 0.006403457736946848, 0.007151889146337908, 0.007297816228381634, 0.007497688520539214, 0.008134762629267243, 0.00845724432611496, 0.008686234315772253, 0.008657101326798965, 0.006158334982153974, 0.0068000592548582975, 0.00694683579583625, 0.007494655897824487, 0.008168298253711327, 0.008571965631170315, 0.008499274960091953, 0.009046606969422555, 0.008691605899432943, 0.008781341208001323, 0.00919916716476655, 0.00919603429164954, 0.009269678016370563, 0.006099576760856962, 0.00546387045571646, 0.004825673226949902, 0.004460236038035873, 0.004365525619713708]"
94044364_0,"[0.007609330786277496, 0.010273727550644252, 0.07829437275595592, 0.07147899523268143, 0.04640239720409863, 0.007943575034539208, 0.006283346536927184, 0.005625592620818679, 0.01827356218870045, 0.1385284878778184, 0.13110625646057542, 0.11057162913381763, 0.07297060811223173, 0.06385054008459247, 0.0293669028787358, 0.11813537414364146, 0.12008174227590553, 0.105134276068482, 0.0675674213488901, 0.02900228344393736, 0.07505144997188927, 0.0625831202327081, 0.037194569285467424, 0.023286785296540984, 0.0996530489969191, 0.10102340730457444, 0.0752258360833066, 0.0465482478268168, 0.0009025739194171365, 0.008983219940085746, 0.12094250807308299, 0.10875490429794854, 0.091045288089314, 0.0472442347092624, 0.09607027218151916, 0.10055663527622163, 0.0779099026545141, 0.0411648341014361, 0.040530344248319125, 0.018272781951963225, 0.05820617895764508, 0.01573119314246651, 0.05269642609007724, 0.036677228508700865, 0.09235874152535098, 0.08831559335769634, 0.0744831727106307, 0.08040028645660914, 0.10074334021545701, 0.07792739070316611, 0.046343853818312256, 0.004663116688058835, 0.012606020958899535, 0.04869271988556784, 0.06728846459576607, 0.02873226702212969, 0.008902905562657907, 0.0797471213584372, 0.045759523126121165, 0.0660603252105666, 0.0666238963395649, 0.05672420096377573, 0.022886011815170606, 0.12363400031903211, 0.086434140283337, 0.03812916943970049, 0.09638460550875834, 0.09519865703962568, 0.0751107036656972, 0.01745640055918602, 0.09221751984425827, 0.09423214169881249, 0.07039396745766771, 0.031297709291444334, 0.07904392311200809, 0.07506652613953702, 0.05244111359055114, 0.008252663235836736, 0.06588303665397098, 0.08390408894373741, 0.059229370928083884, 0.021644824955832063, 0.03126138388799609, 0.09614959901360498, 0.08876158588968291, 0.09094055183159434, 0.06454561090255174, 0.03389011641136358, 0.028300327787823334, 0.03909140304871334, 0.01960992745847989, 0.04726218378189151, 0.016729983614584852, 0.0757672365436506, 0.07547942296216206, 0.0543711976052532, 0.03236112751732981, 0.07584308658055716, 0.08610005464217921, 0.06382497603580031, 0.021535021632133975, 0.008255000448195006, 0.06588189599883117, 0.08390268777696792, 0.059228678677375225, 0.021647736762730345, 0.09357548201195459, 0.0934724081390209, 0.07796712578287088, 0.03678047754411409]"
-413285834_0,"[0.001728051192804287, 0.001612216031987373, 0.0015539661454909038, 0.0016396237157223369, 0.0018834543893626687, 0.002326036402939735, 0.0026790952656147054, 0.0033923657389320853, 0.003428221814474682, 0.004022271794661265, 0.003740328291529295, 0.0033341264375708305, 0.0029181604280918236, 0.002546457918207352, 0.002421037119480843, 0.0023794207411540354, 0.0024787983272740346, 0.003007398300181876, 0.003246676685989314, 0.003917895520396541, 0.0033965724073584625, 0.0018354238128508768, 0.0015683937951030203, 0.0012513238574561, 0.001056761397273931, 0.0009907460199669912, 0.006005450520828617, 0.005555486460967131, 0.005075864238268423, 0.004357832701195093, 0.0028230943492092136, 0.003433036001255914, 0.0037683769640743776, 0.002215641461958512, 0.0025430188506197736, 0.002861074799594462, 0.003701742249967083, 0.005373078637051094, 0.006112003550880218, 0.006016927532768932, 0.004414504521853814, 0.004271375932020419, 0.00333379270082969, 0.002688141415400878, 0.0023617753437602004, 0.002126342477315575, 0.00190646026667946, 0.0020602115976080314, 0.002234987382349573, 0.002753241920012442, 0.0035943960288009292, 0.004933498600206349, 0.00553153633818647, 0.005564977791568709, 0.005356641868767838, 0.0027134904702088535, 0.002688818484760759, 0.0031648817462937586, 0.00383877201412497, 0.004843818867286245, 0.006003999955592008, 0.01208915297810654, 0.007721626674611343, 0.006102019901820313, 0.005517729374280861, 0.004746391244392726, 0.003656981871994276, 0.0034118481126274676, 0.0030761648904958747, 0.0029892807146434277, 0.0030309229763361145, 0.0033998656578564804, 0.0035770409734502662, 0.004169885293298194, 0.0036625636876769932, 0.0030991988492601193, 0.0027562041779024184, 0.0024848675758862553, 0.0022233358139387748, 0.0020381819051785897, 0.0012803895442179965, 0.0016821518465530972, 0.005893152410250423, 0.005546097132049454, 0.004936692912247509, 0.0041256104242852415, 0.0034917637568405552, 0.0032564724670478425, 0.0030793011366972677, 0.002988539636372707, 0.0030880301926965786, 0.0037753914956319932, 0.004326655868112993, 0.0027593139468533538, 0.005475915692622038, 0.006018588924402593, 0.006047042219784089, 0.00564447893625902, 0.005026085957048053, 0.004181287905684257, 0.0036964242106885194, 0.0032595707409666373, 0.0031114798187347787, 0.003031082325778243, 0.0032006985443097163, 0.003783616811497495, 0.0016457997441357293, 0.0014849312353899223, 0.0014484509580788654, 0.0015389916431990968, 0.0017803255437379448, 0.0021792872292990067, 0.0029429334403571375, 0.0025263901432585954, 0.002905138167248424, 0.0027967187238086806, 0.00211264682143883, 0.0015523605001203577, 0.0012823859227955837, 0.0010737267970198445, 0.0009315189571211704, 0.0010943097126973954, 0.001264590509251775, 0.0018760513960774006, 0.0022656042270077707, 0.004204438487237895, 0.0038688340485941806, 0.003483185526809848, 0.0026579499362378556, 0.0027543189770140087, 0.0024515964440352035, 0.002056049528562653, 0.002019225060725148, 0.0020799388963691854, 0.0025285522232393306, 0.002629395913379085, 0.00268238818340933, 0.0022338202354617353, 0.0015704955027572396, 0.001362889354006711, 0.0011233377295507125, 0.0014185789293496781, 0.0018301097933867822, 0.0027374001004427553, 0.0037449849911158706, 0.004215063895600906, 0.004230109971073944, 0.0038683935813314746, 0.003335238887504602, 0.0023117334300127366, 0.0020013171087725824, 0.0025940718827687304, 0.0024845077211725765, 0.002018570907742287, 0.0016236226674081991, 0.0013615498086637671, 0.0011858233358157122, 0.0012974868866713223, 0.0014210312446357421, 0.0016281762551361681, 0.002169657820543307, 0.0030704300358079307, 0.00429901301412292, 0.005182866721021582, 0.0038680796275712055, 0.0034582756822737794, 0.0028558620739709112, 0.0023363255476897393, 0.00223482743554996, 0.003430958840607673, 0.003195848472071475, 0.003100707442368275, 0.003796765993391091, 0.0046315547759863875, 0.00306394984543158, 0.0033532023327161368, 0.0034760781916515953, 0.0036393137099557864, 0.0033059428383485283, 0.002678171010855749, 0.002362681710729703, 0.0021121560645042336, 0.0019433002860014313, 0.0018975536040129555, 0.0019602749110695186, 0.0022783954944839025, 0.002695112900377808, 0.003442585291613341, 0.00473605864038791, 0.0012203303745482116, 0.001425373910371036, 0.001747502039543633, 0.0024321670404428915, 0.0035275752585439478, 0.004262609661925581, 0.004296544757619358, 0.00392343763700319, 0.0034880257971531136, 0.0027987103349209974, 0.0025604013496304105, 0.002135395842811249, 0.0020684725815201545, 0.002033653559007007, 0.0020767575252525605, 0.002535234067006968, 0.002599067996602116, 0.0059622159573918905, 0.005990410865695594, 0.0055493934795208585, 0.0050795970577755725, 0.004368053315119141, 0.0038076706256388207, 0.0035580500119217506, 0.0031977215987083127, 0.003096069924117046, 0.003196761660055472, 0.0038032607637428556, 0.005045225655620015, 0.0059072179182790025, 0.005963026587080549, 0.004214097847473568, 0.0034863400125166207, 0.0032034259010345068, 0.0026051782319684662, 0.002807092004083415, 0.0034732544135074477, 0.0037301445617085845, 0.004261986400042133, 0.002144956583308158, 0.0026021391961708103, 0.0026990290815192565, 0.0033719496773219363, 0.004687598807660379, 0.005411304968633885, 0.005454803553066995, 0.005060088081102549, 0.004682517064890817, 0.003835771469210613, 0.003392181955776778, 0.0029226563998392976, 0.0028225590169938643, 0.002788235584590893, 0.002846774111520517, 0.0036694166193033196, 0.0034552432292798583, 0.0029448662911815975, 0.0028517247608351682, 0.0027703862564248992, 0.002129535976690477, 0.0017598809185319624, 0.0016083842569805712, 0.0016824278785293246, 0.002040720743487782, 0.0022189416063811223, 0.0026199545767099154, 0.003378824955636901, 0.004934608661523726, 0.005436333342322542, 0.0019122991602912407, 0.0029516421017747236, 0.0026892648623102105, 0.0022817347627560594, 0.0022154191550173437, 0.0021495302725804775, 0.0022159849000940994, 0.002657692435464014, 0.0027383596169038354, 0.003165737091133451, 0.0030059295015234964, 0.0023307411219984715, 0.0030206928769616753, 0.0023351295756829133, 0.0018701445767860606, 0.0015287900414036812, 0.0012732996351096518, 0.0012265467279771655, 0.0012552391937492757, 0.0016011136562601677, 0.00197318092807609, 0.0035473226324979805, 0.0031696314646694644, 0.0027266532863370685, 0.0026011725247344656, 0.0026008695978246123, 0.002693165671904808, 0.0029887340446882716, 0.0026463452732039057, 0.003570354543739086, 0.003090681786208279, 0.0025419128691210064, 0.0020310121946995425, 0.0016483185175684412, 0.0014721518445303446, 0.0014419936316371605, 0.0015165746448710707, 0.001767004743099278, 0.0021980868683667723, 0.002966802328394806, 0.00472325253823692, 0.00543485268251834, 0.005368159705133166, 0.004972170928725518, 0.004282368734540342]"
